ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0043968,histone H2A acetylation,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Morf4l1/Msl3/Actl6a/Ruvbl2/Yeats4/Meaf6/Dmap1/Msl3l2/Naa40,9
GO:0060644,mammary gland epithelial cell differentiation,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Elf5/Hoxa5/Erbb4/Cebpb/Ptch1/Id2/Foxf1/Fgf2/Irf6,9
GO:0060788,ectodermal placode formation,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Six1/Lrp6/Hdac2/Gnas/Tbx3/Nrg3/Six4/Tbx2/Hdac1,9
GO:0061000,negative regulation of dendritic spine development,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Apoe/Ptprs/Efna1/Asap1/Dtnbp1/Hdac2/Nlgn3/Fstl4/Ngfr,9
GO:0061308,cardiac neural crest cell development involved in heart development,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Bmp7/Hand2/Mapk3/Pitx2/Edn1/Dicer1/Cited2/Jag1/Twist1,9
GO:0071498,cellular response to fluid shear stress,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Ass1/Nfe2l2/Hdac5/Klf2/Src/Socs5/Mtss1/Pkd2/Plec,9
GO:0071697,ectodermal placode morphogenesis,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Six1/Lrp6/Hdac2/Gnas/Tbx3/Nrg3/Six4/Tbx2/Hdac1,9
GO:0090493,catecholamine uptake,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Slc29a4/Gdnf/Snca/Actb/Slc6a3/Rab3b/Slc6a2/Slc22a3/Park7,9
GO:0098974,postsynaptic actin cytoskeleton organization,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Ppp1r9a/Adgrb1/Actb/Farp1/Wasf2/Nos1ap/Sipa1l1/Abi2/Dbn1,9
GO:0099188,postsynaptic cytoskeleton organization,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Ppp1r9a/Adgrb1/Actb/Farp1/Wasf2/Nos1ap/Sipa1l1/Abi2/Dbn1,9
GO:0099558,maintenance of synapse structure,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Cbln2/Rab3a/Dgkz/Cbln1/Erc2/Cadm1/Erc1/Hspa8/C1ql1,9
GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Plxnb2/Plxnd1/Nrp2/Nrp1/Edn1/Plxnc1/Ece1/Plxna1/Sema3f,9
GO:2000291,regulation of myoblast proliferation,9/5933,17/29008,0.003028317,0.00956585,0.004649908,Sox15/Meis2/Pitx2/Gata6/Zfp609/Ppard/Pax7/Megf10/Klhl41,9
GO:0010508,positive regulation of autophagy,41/5933,133/29008,0.003038771,0.009594155,0.004663667,Sh3glb1/Bcl2l11/Prkaa1/Tsc1/Mapk3/Tbk1/Sptlc1/Rnf152/Vps13d/Foxo3/Optn/Nod2/Bnip3/Eif2ak4/Plekhf1/Triml2/Larp1/Tfeb/Zc3h12a/Trim14/Pip4k2c/Gpsm1/Trim8/Tlr2/Vdac1/Atg16l1/Trp53inp1/Scoc/Rab12/Pafah1b2/Gnai3/Wac/Plk3/Prkaa2/Lrrk2/Atg7/Dapk1/Map3k7/Flcn/Map2k1/Elapor1,41
GO:0070665,positive regulation of leukocyte proliferation,47/5933,157/29008,0.003053248,0.009633605,0.004682843,Jak3/Mapk3/Tnfsf9/Gpam/Tcf3/Cd244a/Stat5a/Ephb2/Il27ra/Ccdc88b/Cd38/H2-DMb2/Slc7a1/Nfatc2/Epo/Csf1r/Cd6/Tlr9/Ada/Bcl2/Cd80/Wnt3a/Tgfbr2/Mif/Bmi1/Cd86/Tacr1/Dnaja3/Coro1a/Il12a/Traf6/Tnfsf13b/Peli1/Shh/Il6/Vav3/Il12b/Bst1/Prkcq/Blm/Gpr183/Slc4a1/Stat5b/Cd276/Clcf1/Ccr7/Syk,47
GO:0045686,negative regulation of glial cell differentiation,15/5933,36/29008,0.0030664,0.009633605,0.004682843,Dlx2/F2/Nf1/Lingo1/Nkx6-2/Notch1/Id4/Atf5/Nr2e1/Nr1d1/Id2/Nkx6-1/Dll3/Fgfr3/Daam2,15
GO:0048009,insulin-like growth factor receptor signaling pathway,15/5933,36/29008,0.0030664,0.009633605,0.004682843,Phip/Myorg/Irs1/Igfbp3/Nkx3-1/Igfbp5/Bmp2/Cilp/Cdh3/Igfbp4/Gigyf2/Atxn7/Wnt1/Ghsr/Gigyf1,15
GO:0048169,regulation of long-term neuronal synaptic plasticity,15/5933,36/29008,0.0030664,0.009633605,0.004682843,Kras/Egr1/Grin2a/Snca/Synpo/Ephb2/Syngr1/Nf1/Camk2b/Kit/Shank3/Grik2/Agt/Grin2b/Grik1,15
GO:0051491,positive regulation of filopodium assembly,15/5933,36/29008,0.0030664,0.009633605,0.004682843,Fscn1/Dpysl3/Dock11/Rhoq/Nrp1/Espn/Tgfb3/Arap1/Agrn/Plppr5/Palm/Prkcq/Ccr7/Bcas3/Zmynd8,15
GO:1902745,positive regulation of lamellipodium organization,15/5933,36/29008,0.0030664,0.009633605,0.004682843,Rac1/Fscn1/Rreb1/Src/Wasf2/Cyfip1/Actr2/Dnm2/Vil1/Cfl1/Plce1/Enpp2/Abi2/Wnt1/Hdac4,15
GO:0035195,gene silencing by miRNA,45/5933,149/29008,0.0030664,0.009633605,0.004682843,Zfp36/Trim71/Ncor2/Ajuba/Nr2f1/Nfkb1/Dnd1/Eif4g1/Pum1/Mir124a-3/Zc3h7b/Mettl3/Dhx9/Rbm4/Tgfb1/Wtip/Mir143/Dicer1/Mir26a-1/Zc3h12a/Ddx6/Limd1/Tnrc6c/Adar/Mir504/Mir129-1/Mir182/Mir874/Mir205/Mir21c/Mir511/Bcdin3d/Ago2/Mir34a/Mir101a/Esr1/Pparg/Mir107/Il6/Mir124a-2/Myocd/Mir7-2/Map2k1/Srrt/Tnrc6b,45
GO:0120161,regulation of cold-induced thermogenesis,44/5933,145/29008,0.003066765,0.009633605,0.004682843,Nova1/Npr3/Id1/Cidea/Stat6/Jak2/Atf4/Prkab1/Ybx2/Zfp516/Nr1h2/Adrb1/Lpin1/Kdm1a/Foxc2/Prdm16/Zfp423/Trpv2/Gpr3/Gnas/Gja1/Abhd6/Nova2/Ebf2/Plcl2/Notch1/Trpm8/Cebpb/Oxtr/G0s2/Ucp1/Nr1d1/Adipor2/Rb1/Lepr/Irf4/Ache/Adcyap1/Fabp4/Sln/Flcn/Fabp5/Dhrs7b/Syk,44
GO:0003161,cardiac conduction system development,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Irx3/Bmpr1a/Mesp1/Gata6/Shox2/Notch1/Tbx3/Id2/Nkx2-5/Dsg2,10
GO:0006684,sphingomyelin metabolic process,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Abca2/Sptlc1/Smpd4/Prkcd/Abca8b/Samd8/Enpp7/Smpdl3a/Smpdl3b/Smpd5,10
GO:0032495,response to muramyl dipeptide,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Erbin/Irf5/Nod2/Arhgef2/Rela/Notch1/Card9/Inava/Jag1/Trim41,10
GO:0036119,response to platelet-derived growth factor,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Mtss2/Syap1/Prkce/Src/Has1/Has2/Mars1/Pparg/Itgb3/Iqgap1,10
GO:0048490,anterograde synaptic vesicle transport,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Trim46/Bloc1s3/Dtnbp1/Ap3d1/Bloc1s2/Bloc1s4/Bloc1s6/Cnih2/Ap3b2/Borcs5,10
GO:0051204,protein insertion into mitochondrial membrane,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Sh3glb1/Timm13/Timm22/Pdcd5/Pmaip1/Hsp90aa1/Bbc3/Hspa4/Cox18/Bax,10
GO:0072010,glomerular epithelium development,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Klf15/Ptpro/Wt1/Foxc1/Ext1/Foxc2/Basp1/Jag1/Myo1e/Pdgfb,10
GO:0072079,nephron tubule formation,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Six1/Irx3/Gdnf/Sox9/Pax2/Irx1/Irx2/Pax8/Six4/Wnt9b,10
GO:0099514,synaptic vesicle cytoskeletal transport,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Trim46/Bloc1s3/Dtnbp1/Ap3d1/Bloc1s2/Bloc1s4/Bloc1s6/Cnih2/Ap3b2/Borcs5,10
GO:0099517,synaptic vesicle transport along microtubule,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Trim46/Bloc1s3/Dtnbp1/Ap3d1/Bloc1s2/Bloc1s4/Bloc1s6/Cnih2/Ap3b2/Borcs5,10
GO:1903909,regulation of receptor clustering,10/5933,20/29008,0.003079755,0.009633605,0.004682843,Shisa7/Ssh1/Tgfb1/Lrp4/Shank3/Fzd9/Shisa6/Sorbs1/Gsn/Grip2,10
GO:0090150,establishment of protein localization to membrane,71/5933,256/29008,0.0031285,0.009781321,0.004754647,Sh3glb1/Cdk5r1/Sec61g/Zdhhc19/Srp9/Reep2/Stx3/Mapk10/Rab3ip/Rapsn/Mtcl1/Timm13/Vamp5/Chmp4b/Vps37c/Rack1/Optn/Timm22/Fis1/Blzf1/Zdhhc22/Cemip/Rilpl1/Rab31/Inpp5k/Zdhhc1/Krt18/Rtp2/Csk/Akt2/Phaf1/Braf/Rftn1/Pdcd5/Slc1a1/Gripap1/Aqp11/Myo5b/Vps37d/Cacnb1/Zdhhc25/Grip1/Hspa5/Pmaip1/Clstn1/Pex5/Kcnb1/Clip1/Cacnb3/Zdhhc20/Atad1/Rilpl2/Golga4/Sgtb/Hsp90aa1/Mal/Bbc3/Pard3/Hspa4/Micall1/Tram1l1/Cox18/Arfrp1/Grin3b/Bax/Nsg1/Zdhhc23/Ank3/Grip2/Tram1/Wdr83os,71
GO:0009395,phospholipid catabolic process,21/5933,57/29008,0.003142126,0.009814369,0.004770712,Plbd2/Smpd4/Pla2g2c/Prdx6/Plcg2/Prkcd/Abhd6/Pla2g10/Pla2g5/Enpp7/Plcg1/Smpdl3a/Pla2g4d/Smpdl3b/Scarb1/Enpp2/Pla2g4b/Pla2g1b/Pld1/Smpd5/Lipc,21
GO:0043647,inositol phosphate metabolic process,21/5933,57/29008,0.003142126,0.009814369,0.004770712,Lhcgr/Itpka/Impa2/Itpkc/Plcd1/Nudt3/Cd244a/Snca/Plcg2/Inpp5k/Synj2/Inpp1/Ipmk/Inpp4b/Inpp5b/Plcg1/Itpkb/Ntsr1/Ippk/P2ry6/Fgf2,21
GO:0050994,regulation of lipid catabolic process,24/5933,68/29008,0.003200012,0.009985466,0.004853881,Prkaa1/Prkce/Irs1/Cidea/Mfsd2a/Pnpla2/Prkcd/Akt2/Mlycd/Gpld1/Pde3b/Enpp7/Sctr/Crtc3/Sct/Twist1/Apoa1/Lgals12/Cdk4/Adra2a/Fabp1/Scarb1/Fmc1/Cnr1,24
GO:1900046,regulation of hemostasis,24/5933,68/29008,0.003200012,0.009985466,0.004853881,Apoe/Pros1/F11/Nfe2l2/Foxa2/Abat/Serpine1/Proc/Ephb2/Tfpi/F2/Prkcd/Prkg1/Plg/Gp5/Thbd/Sh2b3/Comp/Plau/Pdgfa/Pdgfb/Hpse/Alox12/Adtrp,24
GO:0021955,central nervous system neuron axonogenesis,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Slit2/Nr4a2/Bhlhe22/Ephb1/Hsp90ab1/Ephb2/Ndel1/Ephb3/B4galt6/Nr2e1/Pafah1b1/Tsku/Hsp90aa1/Cdh11/Atg7/B4galt5/Arhgef28,17
GO:0042220,response to cocaine,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Htr1b/Hdac5/Abat/Crebbp/Snca/Ppp1r1b/Slc1a1/Slc6a3/Drd1/Slc1a3/Grm2/Drd5/Drd4/Oprk1/Crhbp/Cnr1/Crhr1,17
GO:0045601,regulation of endothelial cell differentiation,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Id1/S1pr2/Proc/Atoh8/Zeb1/Dicer1/F11r/Ikbkb/S1pr3/Notch1/Foxj2/Bmp6/Etv2/Jag1/Cdh5/Btg1/Vezf1,17
GO:0045880,positive regulation of smoothened signaling pathway,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Scube3/Prrx1/Foxa2/Fgf9/Foxa1/Gli1/Armc9/Shox2/Intu/Dcdc2a/Ttc23/Skor2/Sfrp1/Shh/Dlg5/Ihh/Tedc2,17
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Lhcgr/Gsto1/Snca/Cemip/Hap1/F2/Jph2/Pkd2/Drd1/Aplnr/Plcg1/F2rl3/Gpr39/Cx3cl1/Bax/Ntsr1/P2ry6,17
GO:0086009,membrane repolarization,17/5933,43/29008,0.00324338,0.010091387,0.004905369,Slc24a4/Kcnip2/Kcnd3/Atp1b3/Flna/Akap9/Kcnq1/Gja1/Ank2/Cacnb3/Kcne3/Kcnn2/Scn5a/Scn4b/Nos1ap/Cacna2d1/Kcne2,17
GO:0050819,negative regulation of coagulation,19/5933,50/29008,0.003248732,0.010098259,0.004908709,Apoe/Pros1/F11/Abat/Serpine1/Proc/Tfpi/F2/Prkcd/Prkg1/Plg/Gp5/Thbd/Sh2b3/Plau/Pdgfa/Pdgfb/Alox12/Adtrp,19
GO:1902743,regulation of lamellipodium organization,19/5933,50/29008,0.003248732,0.010098259,0.004908709,Slit2/Epha2/Rac1/Fscn1/Rreb1/Src/Wasf2/Cyfip1/Actr2/Pdpn/Twf1/Dnm2/Vil1/Cfl1/Plce1/Enpp2/Abi2/Wnt1/Hdac4,19
GO:2000243,positive regulation of reproductive process,34/5933,106/29008,0.003268792,0.010155699,0.004936631,Lhfpl2/Rac1/Wt1/Lfng/Sox9/Src/Hoxc4/Msx1/Cited2/Hdac2/Inhbb/Fam170b/Abcb1a/Prdm14/Stra8/Inhba/Pla2g10/Retn/Oxtr/Camk2b/Tacr1/Plau/Dmrt1/Meioc/Ago2/Zfpm2/Cyp51/Shh/Drd4/Eif4g3/Park7/Glra1/Hdac4/Topaz1,34
GO:0032642,regulation of chemokine production,35/5933,110/29008,0.003331194,0.010339575,0.005026012,Epha2/Erbin/Sigirr/Egr1/Arg2/Trpv4/Lpl/Socs5/Nod2/Elane/Aire/Sirpa/Gstp1/Csf1r/Ticam2/Oas1a/Ackr1/Tlr9/Trim32/Tlr2/Mcoln2/Oas1c/Mif/Card9/Ffar2/Il6ra/Lbp/Twist1/Foxp1/Mbp/Adcyap1/Il6/Oas1f/Syk/Il33,35
GO:0110020,regulation of actomyosin structure organization,35/5933,110/29008,0.003331194,0.010339575,0.005026012,Tsc1/Rac1/Tpm1/Ppp1r9a/Epha1/Arhgef18/Nrp1/Rhoc/Synpo/Edn1/Inpp5k/Arhgef10l/Braf/Hdac2/F11r/Ppm1e/Kank3/Arhgef10/Wasf2/S1pr1/Rhpn1/Wnt11/Tgfb3/Kank2/Cgnl1/Arap1/Coro2b/Rapgef3/Nf2/Tacr1/Ect2/Limk1/Apoa1/Mylk3/Prkcq,35
GO:0032602,chemokine production,36/5933,114/29008,0.003384218,0.010499083,0.005103548,Epha2/Erbin/Sigirr/Egr1/Arg2/Trpv4/Lpl/Socs5/Nod2/Slamf9/Elane/Aire/Sirpa/Gstp1/Csf1r/Ticam2/Oas1a/Ackr1/Tlr9/Trim32/Tlr2/Mcoln2/Oas1c/Mif/Card9/Ffar2/Il6ra/Lbp/Twist1/Foxp1/Mbp/Adcyap1/Il6/Oas1f/Syk/Il33,36
GO:0045638,negative regulation of myeloid cell differentiation,29/5933,87/29008,0.003389612,0.010505672,0.005106751,Gas2l1/Zfp36/Dll1/Tob2/Zbtb46/Tjp2/Hoxa7/Meis2/Stat5a/Mafb/Nf1/Prmt1/Prdm16/Trib1/Gata2/Zbtb16/Inpp4b/Hoxa5/Hoxa9/Calca/Ctr9/Thoc5/Itpkb/Sfrp1/Wdr61/Fstl3/Rara/Stat5b/Lmo2,29
GO:0061515,myeloid cell development,29/5933,87/29008,0.003389612,0.010505672,0.005106751,Tjp2/Zfp385a/Klf2/Tal1/Src/Cited2/Epo/L3mbtl3/Arid4a/Wasf2/Zbtb7a/Csf1r/Brd1/Tlr2/Gata1/Pla2g10/Kit/Sh2b3/Vps33b/Ptpn11/Rhd/Pafah1b1/Mir34a/Foxp1/Tnfsf11/Ank1/Lrrk1/Abcb10/Slc4a1,29
GO:0061045,negative regulation of wound healing,25/5933,72/29008,0.003413915,0.010575894,0.005140885,Apoe/Cask/Pros1/F11/Abat/Serpine1/Proc/Tafa5/Tfpi/F2/Prkcd/Ajap1/Prkg1/Cd109/Plg/Gp5/Gja1/Thbd/Sh2b3/Plau/Pdgfa/Pdgfb/Fgf2/Alox12/Adtrp,25
GO:0050482,arachidonic acid secretion,14/5933,33/29008,0.003427813,0.010608718,0.005156841,Lhcgr/Pla2g2c/Nmur2/Pla2g10/Pla2g5/Mif/Ace/Pla2g12a/Sstr4/Drd4/Ntsr1/Pla2g1b/Syk/Nmb,14
GO:1903963,arachidonate transport,14/5933,33/29008,0.003427813,0.010608718,0.005156841,Lhcgr/Pla2g2c/Nmur2/Pla2g10/Pla2g5/Mif/Ace/Pla2g12a/Sstr4/Drd4/Ntsr1/Pla2g1b/Syk/Nmb,14
GO:0048278,vesicle docking,22/5933,61/29008,0.003441039,0.010639403,0.005171756,Stx3/Stx2/Ndrg4/Stxbp1/Rims2/Unc13a/Rab3a/Rab13/Rab15/Rab3c/Exoc6/Cav2/Rab3b/Nrxn1/Kcnb1/Unc13b/Rab12/Uso1/Bloc1s6/Ykt6/Stx7/Sytl2,22
GO:1902373,negative regulation of mRNA catabolic process,22/5933,61/29008,0.003441039,0.010639403,0.005171756,Zfp36/Qk/Dnd1/Gdnf/Rbm46/Dhx9/Ybx2/Mapkapk2/Dicer1/Mettl16/Larp1/Pkp3/Tent4b/Pkp1/Boll/Apobec1/Meioc/Axin2/Rbm24/E2f1/Tent5b/Ikbke,22
GO:0062013,positive regulation of small molecule metabolic process,49/5933,166/29008,0.003455056,0.010677602,0.005190325,Prkaa1/Avpr1a/Epm2aip1/Prkce/Lhcgr/Ddb1/Irs1/Tcf7l2/Plcd1/Bcl2l1/Slc4a4/Nos3/Cd244a/Snca/Nnmt/Src/Ppard/Nr1h2/Akt2/Slc45a3/Mlycd/Eno1/Fgf1/Rdh10/Gpld1/Lpgat1/Ndufc2/Esrrb/Bmp6/Srebf1/Pmaip1/Wdr5/Sec14l2/Nos2/Nr1d1/Agt/Twist1/Apoa1/Prkaa2/Pparg/Gpd1/Sorbs1/Fabp1/Ntsr1/Park7/P2ry6/Map2k1/Ghsr/Comt,49
GO:0046394,carboxylic acid biosynthetic process,80/5933,295/29008,0.003475412,0.010735348,0.005218395,Ass1/Fgf15/Acsbg3/Prkaa1/Avpr1a/Cbr4/Qk/Mtap/Abcd3/Mri1/Acss1/Aldh1a2/Ndufab1/Gsto1/Abat/Ldha/Elovl1/Prkab1/Lpl/Edn1/Fasn/Nr1h2/Slc45a3/Noxred1/Mecr/Gstp1/Ptges/Mlycd/Fads6/Alox12e/Mthfd2l/Rdh10/Bcat1/Mcat/Lpgat1/Pla2g10/Pla2g5/Srebf1/Ptgis/Psat1/Ptges3/Ggt5/Bhmt2/Cyp7b1/Haao/Slc1a3/Sephs2/Prg3/Ido1/Mif/Fgfr4/Carns1/Nr1d1/Asns/Shmt2/Agt/Apoa1/Rbp1/Cyp27a1/Asah2/Prxl2b/Ugdh/Liph/Gulo/Prkaa2/Pklr/Thnsl2/Sdsl/Edn2/Ldhb/Cyp1a1/Park7/Fabp5/Pla2g1b/Syk/Insig1/Alox12/Lipc/Amacr/Nags,80
GO:0003073,regulation of systemic arterial blood pressure,39/5933,126/29008,0.003492549,0.010783098,0.005241606,Avpr1a/Ier3/Chrna7/Ptpro/Tpm1/P2rx2/Kl/Adra1d/Nos3/Edn1/Ahr/Adrb1/Ece1/Smtn/Adm/Hsd11b2/Gja1/Calca/Oxtr/Coro2b/Klk1/Chrm3/Bmpr2/Kcnk6/Tacr1/Ace/Agt/Eng/Atp6ap2/Drd5/Edn2/Emp2/Pdgfb/Uts2r/Apln/Ntsr1/Nkx2-1/Camk2n1/Agtr1a,39
GO:0040014,regulation of multicellular organism growth,30/5933,91/29008,0.003511254,0.010830439,0.005264618,Siah1a/Ikzf1/Tnks2/Gpam/Ezr/Mfsd2a/Pou3f2/Stat5a/Adrb1/Rai1/Gdf15/Gnas/Fxn/Slc6a3/Bcl2/Pex5/Chd7/Afg3l2/Sod1/Ptch1/Agt/Ghrh/Vil1/Lgmn/Cdk4/Npy1r/Atp8a2/Stat5b/Foxs1/Ghsr,30
GO:0043242,negative regulation of protein-containing complex disassembly,30/5933,91/29008,0.003511254,0.010830439,0.005264618,Gas2l1/Camsap3/Tpm1/Swap70/Capg/Ubqln4/Spef1/Taok1/Eml4/Arhgef2/Tmod2/Twf1/Vill/Tmod1/Dysf/Capza2/Specc1l/Vil1/Cfl1/Hdgfl3/Scin/Fgf13/Svil/Atxn7/Eps8/Lmod3/Gsn/Add2/Apc2/Camsap1,30
GO:0033138,positive regulation of peptidyl-serine phosphorylation,40/5933,130/29008,0.003513544,0.010832219,0.005265484,Phip/Rptor/Chrna7/Eif4g1/Camk1/Prkd2/Ret/Ifnk/Snca/Hsp90ab1/Tgfb1/Akt2/Braf/Araf/Osm/Tcl1/Calcr/Akap9/Gfra2/Arrb1/Bcl2/Oprd1/Sfrp2/Wnt3a/Nrxn1/Rapgef3/Mif/Lif/Spry2/Agt/Csf3/Hsp90aa1/Il6/Bcar3/Stox1/Park7/Ramp3/Mad2l2/Ntrk2/Ucn,40
GO:0016571,histone methylation,46/5933,154/29008,0.003515203,0.010832219,0.005265484,Bend3/Macroh2a1/Lmna/Mtf2/N6amt1/Crebbp/Nnmt/Brd4/Jarid2/Chd5/Prmt8/Kdm1a/Satb1/Hdac2/Prmt1/Arid4a/Fbll1/Prdm14/Kdm4b/Prdm12/Paxip1/Smyd2/Setd5/Rif1/Cxxc1/Airn/Prdm6/Setd1a/Pwp1/Wdr5/Ctr9/Prmt5/Myb/Pax7/Tet3/Ash1l/Nsd2/Dot1l/Bcor/Setmar/Dmrtc2/Lcor/Wdr61/Dnmt3b/Phf19/Gfi1b,46
GO:0031018,endocrine pancreas development,20/5933,54/29008,0.003633081,0.011179378,0.005434236,Dll1/Gipr/Insm1/Onecut1/Foxa2/Sox9/Gata6/Rfx6/Sidt2/Sox4/Nkx6-2/Bmp6/Pde3b/Zbed6/Il6ra/Neurod1/Nkx6-1/Il6/Neurog3/Clu,20
GO:0035272,exocrine system development,20/5933,54/29008,0.003633081,0.011179378,0.005434236,Bmp7/Igsf3/Wls/Cdh1/Plxnd1/Foxc1/Nrp1/Sox9/Ctnnd1/Nkx3-1/Esrp1/Edar/Lama1/Pdgfa/Shh/Plxna1/Il6/Pdgfb/Ptf1a/Clcn2,20
GO:0048255,mRNA stabilization,20/5933,54/29008,0.003633081,0.011179378,0.005434236,Zfp36/Qk/Dnd1/Gdnf/Rbm46/Dhx9/Ybx2/Mapkapk2/Dicer1/Mettl16/Larp1/Tent4b/Boll/Apobec1/Meioc/Axin2/Rbm24/E2f1/Tent5b/Ikbke,20
GO:0001835,blastocyst hatching,16/5933,40/29008,0.003693967,0.011334163,0.005509475,St8sia6/Grn/Stmn3/Ppp4r4/Fbll1/Zfp420/Slc25a34/Hcfc1/Smarca4/Ctr9/Zbed6/Ccdc62/Bcor/Zfp14/Hs3st6/Ube2a,16
GO:0035188,hatching,16/5933,40/29008,0.003693967,0.011334163,0.005509475,St8sia6/Grn/Stmn3/Ppp4r4/Fbll1/Zfp420/Slc25a34/Hcfc1/Smarca4/Ctr9/Zbed6/Ccdc62/Bcor/Zfp14/Hs3st6/Ube2a,16
GO:0051154,negative regulation of striated muscle cell differentiation,16/5933,40/29008,0.003693967,0.011334163,0.005509475,Dll1/Bhlhe41/Hdac5/Dkk1/Yy1/Msx1/Ccn3/Notch1/Bmp2/Nkx2-5/Foxp1/Bhlha15/Myocd/Tmem119/Zfp418/Hdac4,16
GO:0060219,camera-type eye photoreceptor cell differentiation,16/5933,40/29008,0.003693967,0.011334163,0.005509475,Thrb/Sox9/Naglu/Rorb/Rpgrip1/Crb2/Miat/Mir182/Hcn1/Cnga3/Casz1/Mir124a-2/Bhlhe23/Ihh/Ntrk2/Trpm1,16
GO:0071684,organism emergence from protective structure,16/5933,40/29008,0.003693967,0.011334163,0.005509475,St8sia6/Grn/Stmn3/Ppp4r4/Fbll1/Zfp420/Slc25a34/Hcfc1/Smarca4/Ctr9/Zbed6/Ccdc62/Bcor/Zfp14/Hs3st6/Ube2a,16
GO:1901385,regulation of voltage-gated calcium channel activity,16/5933,40/29008,0.003693967,0.011334163,0.005509475,Ahnak/Gpr35/Pde4b/Cacnb1/Cabp1/Cacnb3/Dysf/Kcne3/Gnb5/Drd4/Nos1ap/Cacna2d1/Cacnb4/Rrad/Kcne2/Cacna1a,16
GO:0006885,regulation of pH,32/5933,99/29008,0.003713586,0.011388921,0.005536093,Slc4a2/Avpr1a/Grn/Cckbr/Mapk3/Cln6/Slc9a8/Slc9a9/Slc4a4/Slc12a5/Car7/Edn1/Atp12a/Slc9a6/Slc9b1/Slc4a9/Aqp11/Tcirg1/Slc4a3/Bcl2/Slc9a2/Slc9a7/Clic4/Car2/Gpr39/Atp6ap2/Lrrk2/Car12/Slc4a1/Rhcg/Pdk2/Agtr1a,32
GO:0003016,respiratory system process,18/5933,47/29008,0.003736443,0.011448089,0.005564855,Tlx3/Flt4/Rab3a/Spef2/Gsx2/Hoxa5/Nlgn3/Gaa/Nlgn2/Tcf15/Spag6l/Ywhaz/Hps1/Ecel1/Mtg2/Glra1/Nek10/Mtg1,18
GO:0060135,maternal process involved in female pregnancy,18/5933,47/29008,0.003736443,0.011448089,0.005564855,Csmd1/Mapk3/Tppp3/Cdh1/Nodal/Cited2/Tcf23/Kiss1/Rxra/Ptgis/Bmpr2/Hmx3/Lif/Ash1l/Esr1/Tmed2/Ghsr/Ube2a,18
GO:0030149,sphingolipid catabolic process,13/5933,30/29008,0.003803446,0.011625662,0.005651172,Psap/Smpd4/Prkcd/Hexa/Enpp7/Gba/Acer2/Asah2/Smpdl3a/Smpdl3b/Enpp2/Smpd5/Neu2,13
GO:0030878,thyroid gland development,13/5933,30/29008,0.003803446,0.011625662,0.005651172,Six1/Mapk3/Rap1gap/Edn1/Braf/Hoxa5/Pax8/Tbx1/Nkx2-5/Shh/Hoxd3/Nkx2-1/Map2k1,13
GO:0071312,cellular response to alkaloid,13/5933,30/29008,0.003803446,0.011625662,0.005651172,Adcy8/Htr1b/Bcl2l1/Ppp1r1b/Casp6/Slc1a1/Ppp1r9b/Slc1a3/Casp7/Blm/Ryr1/Crhbp/Slc8a1,13
GO:0099622,cardiac muscle cell membrane repolarization,13/5933,30/29008,0.003803446,0.011625662,0.005651172,Kcnd3/Flna/Akap9/Kcnq1/Gja1/Ank2/Kcne3/Kcnn2/Scn5a/Scn4b/Nos1ap/Cacna2d1/Kcne2,13
GO:1901185,negative regulation of ERBB signaling pathway,13/5933,30/29008,0.003803446,0.011625662,0.005651172,Vps25/Cblc/Ptprj/Socs5/Ptprf/Chmp6/Gprc5a/Mvp/Psen2/Lgmn/Snx5/Dab2ip/Zfyve28,13
